sample_name	accession_no	age	age_units	animal_name	antibiotic_use	body_habitat	body_product	body_site	clns_testing	collection_device	collection_method	collection_time	collection_time_point	collection_timestamp	current_behavior_of_animal_if_out_of_the_ordinary	date	day_of_diet_transition	deceased	description	diet_beef_quantity	diet_beef_quantity_units	diet_composition	diet_consumption	diet_horse_quantity	diet_horse_quantity_units	diet_intervention	diet_offered	dna_extracted	dob	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fecal_score	feeding_phase_categorical	feeding_phase_continuous	filename	geo_loc_name	healthy_liver	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	inj_num	latitude	latitude_units	life_stage	liver_health	longitude	longitude_units	medical_or_chronic_problems	medication_amoxicillin	medication_cefalexin	medication_clavamox	medication_denamarin	medication_famotidine	medication_flagyl	medication_lactalose	medication_meloxicam	medication_omezaprole	medication_zofran	ms_sample_name	physical_specimen_location	physical_specimen_remaining	plate_num	position	qiita_study_id	sample_processing	sample_type	sampled_location	scientific_name	sex	sex_mf	sibling	source	stool_other	supplement_given	taxon_id	time_feces	time_feces_collected	time_feces_sampled	time_of_day_feces_collected	time_point	time_point_units	time_to_process	time_to_process_units	title
11872.G84770	615390	3.91	years	OKUBI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn, normal levels	tube; swube	manually	not applicable	18	2/2/18	none reported	2/2/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not applicable	lb	no	beef	TRUE	9/1/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84770_RF2_01_35723.mzXML	USA:CA:San Diego	TRUE	3.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	OKUBI	32536	not provided	missing: not provided	35723	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84770	UCSD: Dorrestein lab	TRUE	6	RF2	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84771	609201	9.08	years	JOHARI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS; severe	tube; swube	manually	not applicable	18	2/2/18	none reported	2/2/18	All cats on Special Beef	yes	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	5/24/09	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84771_RH12_01_35759.mzXML	USA:CA:San Diego	FALSE	9.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	JOHARI	32536	not provided	missing: not provided	35759	33.0974	Decimal degrees	adult	CLNS; severe	116.9957	Decimal degrees	not provided	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84771	UCSD: Dorrestein lab	TRUE	6	RH12	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	female	F	NOT PROVIDED	not applicable	not provided	not provided	1861841	AM	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84772	609025	9.4	years	AMARA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS; mild	tube; swube	manually	not applicable	18	2/2/18	none reported	2/2/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	2/18/09	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84772_RC11_01_35693.mzXML	USA:CA:San Diego	FALSE	9.4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMARA	32536	not provided	missing: not provided	35693	33.0974	Decimal degrees	adult	CLNS; mild	116.9957	Decimal degrees	medication: denamarin	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84772	UCSD: Dorrestein lab	TRUE	6	RC11	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	female	F	not applicable	not applicable	not provided	denamarin	1861841	AM	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84773	610376	7.66	years	KIBURI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	18	2/2/18	none reported	2/2/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	11/15/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84773_BE5_01_35785.mzXML	USA:CA:San Diego	TRUE	7.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	KIBURI	32536	not provided	missing: not provided	35785	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84773	UCSD: Dorrestein lab	TRUE	7	BE5	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84774	614198	4.16	years	RUUXA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	21	2/5/18	none reported	2/5/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not applicable	lb	no	beef	TRUE	5/3/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84774_RH8_01_35417.mzXML	USA:CA:San Diego	TRUE	4.16	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	RUUXA	32536	not provided	missing: not provided	35417	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84774	UCSD: Dorrestein lab	TRUE	3	RH8	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84775	609025	9.4	years	AMARA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS; mild	tube; swube	manually	not applicable	19	2/3/18	none reported	2/3/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	2/18/09	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84775_BD12_01_35245.mzXML	USA:CA:San Diego	FALSE	9.4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMARA	32536	not provided	missing: not provided	35245	33.0974	Decimal degrees	adult	CLNS; mild	116.9957	Decimal degrees	medication: denamarin	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84775	UCSD: Dorrestein lab	TRUE	2	BD12	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	female	F	not applicable	not applicable	not provided	denamarin	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84776	610376	7.66	years	KIBURI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	19	2/3/18	none reported	2/3/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	11/15/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84776_RE7_01_35375.mzXML	USA:CA:San Diego	TRUE	7.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	KIBURI	32536	not provided	missing: not provided	35375	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84776	UCSD: Dorrestein lab	TRUE	3	RE7	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	male	M	NO	not applicable	white pieces	no	1861841	overnight	not provided	not collected	pm	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84777	614426	3.91	years	BAHATI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	19	2/3/18	none reported	2/3/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not applicable	lb	no	beef	TRUE	9/1/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84777_RC2_01_35684.mzXML	USA:CA:San Diego	TRUE	3.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BAHATI	32536	not provided	missing: not provided	35684	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84777	UCSD: Dorrestein lab	TRUE	6	RC2	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	female	F	NO	not applicable	A lot of white pieces	no	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84778	609201	9.08	years	JOHARI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS; severe	tube; swube	manually	not applicable	20	2/4/18	none reported	2/4/18	All cats on Special Beef	yes	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	5/24/09	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84778_BH3_01_35296.mzXML	USA:CA:San Diego	FALSE	9.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	JOHARI	32536	not provided	missing: not provided	35296	33.0974	Decimal degrees	adult	CLNS; severe	116.9957	Decimal degrees	medication: denamarin, lactulose	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	G84778	UCSD: Dorrestein lab	TRUE	2	BH3	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	female	F	DENAMARIN	not applicable	not provided	denamarin	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84779	615391	3.91	years	ISOKA	yes	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	19	2/3/18	none reported	2/3/18	All cats on Special Beef	no	stool	not collected	lb	beef	not collected	not collected	lb	no	beef	TRUE	9/1/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 1	1	G84779_BC7_01_35227.mzXML	USA:CA:San Diego	TRUE	3.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ISOKA	32536	not provided	missing: not provided	35227	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	medication: amoxicillin, flagyl, omezaprole	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	G84779	UCSD: Dorrestein lab	TRUE	2	BC7	11872	frozen at -80C	feces	Wildlife Discoveries	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	overnight	not provided	not collected	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84780	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84780_RB10_01_35102.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35102	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84780	UCSD: Dorrestein lab	TRUE	1	RB10	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	7:30:00	15:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84781	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	0	lb	horse	Refused in AM	4	lb	yes	4 lbs horsemeat	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84781_RH8_01_35186.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35186	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84781	UCSD: Dorrestein lab	TRUE	1	RH8	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous, flakey	no	1861841	not collected	7:45:00	15:58:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84782	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	4	lb	beef	1	0	lb	yes	4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84782_RC7_01_35113.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35113	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84782	UCSD: Dorrestein lab	TRUE	1	RC7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces	no	1861841	not collected	9:20:00	16:01:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84783	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84783_RH11_01_35189.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35189	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84783	UCSD: Dorrestein lab	TRUE	1	RH11	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	flakey	no	1861841	not collected	7:55:00	16:04:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84784	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84784_RC10_01_35116.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35116	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84784	UCSD: Dorrestein lab	TRUE	1	RC10	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	8:55:00	16:07:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84785	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84785_BA8_01_35202.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35202	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84785	UCSD: Dorrestein lab	TRUE	2	BA8	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	flakey	no	1861841	not collected	9:15:00	16:10:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84786	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 181	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G84786_RF2_01_35151.mzXML	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	35151	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84786	UCSD: Dorrestein lab	TRUE	1	RF2	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	A lot of hair, fibrous	no	1861841	not collected	8:00:00	16:13:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84787	617358/617357	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 173	no	stool	4	lb	horse_beef	100% consumption	0.25	lb	yes	4 lbs beef and 0.25 lbs horsemeat daily	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84787_BA10_01_35204.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35204	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84787	UCSD: Dorrestein lab	TRUE	2	BA10	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:00:00	16:16:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84788	617358/617357	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	38	7/23/18	none reported	7/23/18	DAY 173	no	stool	4	lb	horse_beef	100% consumption	0.25	lb	yes	4 lbs beef and 0.25 lbs horsemeat daily	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84788_RB8_01_35335.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35335	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84788	UCSD: Dorrestein lab	TRUE	3	RB8	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	A lot of hair, flakey	no	1861841	not collected	8:00:00	16:19:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
